CBOP,Suburb,Population
China (excludes SARs and Taiwan),Liberty Grove,235.0
China (excludes SARs and Taiwan),Lidcombe,2202.0
China (excludes SARs and Taiwan),Lilli Pilli (Sutherland Shire - NSW),3.0
China (excludes SARs and Taiwan),Lilyfield,69.0
China (excludes SARs and Taiwan),Linden (NSW),0.0
China (excludes SARs and Taiwan),Lindfield,763.0
China (excludes SARs and Taiwan),Linley Point,22.0
China (excludes SARs and Taiwan),Lisarow,29.0
China (excludes SARs and Taiwan),Little Bay,234.0
China (excludes SARs and Taiwan),Little Jilliby,0.0
China (excludes SARs and Taiwan),Little Wobby,0.0
China (excludes SARs and Taiwan),Liverpool,464.0
China (excludes SARs and Taiwan),Llandilo,26.0
China (excludes SARs and Taiwan),Loftus,16.0
China (excludes SARs and Taiwan),Londonderry (NSW),13.0
China (excludes SARs and Taiwan),Long Jetty,13.0
China (excludes SARs and Taiwan),Long Point (Campbelltown - NSW),0.0
China (excludes SARs and Taiwan),Longueville,30.0
China (excludes SARs and Taiwan),Lovett Bay,0.0
China (excludes SARs and Taiwan),Lower Macdonald,0.0
China (excludes SARs and Taiwan),Lower Mangrove,0.0
China (excludes SARs and Taiwan),Lower Portland,5.0
China (excludes SARs and Taiwan),Luddenham,9.0
China (excludes SARs and Taiwan),Lugarno,183.0
China (excludes SARs and Taiwan),Lurnea,60.0
China (excludes SARs and Taiwan),Macmasters Beach,0.0
China (excludes SARs and Taiwan),Macquarie Fields,167.0
China (excludes SARs and Taiwan),Macquarie Links,26.0
China (excludes SARs and Taiwan),Macquarie Park,1202.0
China (excludes SARs and Taiwan),Magenta (NSW),0.0
China (excludes SARs and Taiwan),Maianbar,0.0
China (excludes SARs and Taiwan),Malabar,117.0
China (excludes SARs and Taiwan),Maldon (NSW),0.0
China (excludes SARs and Taiwan),Mangrove Creek,0.0
China (excludes SARs and Taiwan),Mangrove Mountain,10.0
China (excludes SARs and Taiwan),Manly (NSW),96.0
China (excludes SARs and Taiwan),Manly Vale,120.0
China (excludes SARs and Taiwan),Mannering Park,3.0
China (excludes SARs and Taiwan),Maraylya,0.0
China (excludes SARs and Taiwan),Marayong,86.0
China (excludes SARs and Taiwan),Mardi,44.0
China (excludes SARs and Taiwan),Marlow,0.0
China (excludes SARs and Taiwan),Maroota,0.0
China (excludes SARs and Taiwan),Maroubra,2036.0
China (excludes SARs and Taiwan),Marrickville,449.0
China (excludes SARs and Taiwan),Marsden Park,9.0
China (excludes SARs and Taiwan),Marsfield,2671.0
China (excludes SARs and Taiwan),Mascot,1554.0
China (excludes SARs and Taiwan),Matcham,9.0
China (excludes SARs and Taiwan),Matraville,360.0
China (excludes SARs and Taiwan),Mays Hill,39.0
China (excludes SARs and Taiwan),McGraths Hill,6.0
China (excludes SARs and Taiwan),McMahons Point,29.0
China (excludes SARs and Taiwan),Meadowbank (NSW),622.0
China (excludes SARs and Taiwan),Medlow Bath,0.0
China (excludes SARs and Taiwan),Megalong Valley,0.0
China (excludes SARs and Taiwan),Mellong,0.0
China (excludes SARs and Taiwan),Melrose Park (NSW),84.0
China (excludes SARs and Taiwan),Menai,129.0
China (excludes SARs and Taiwan),Menangle,8.0
China (excludes SARs and Taiwan),Menangle Park,0.0
China (excludes SARs and Taiwan),Merrylands,1488.0
China (excludes SARs and Taiwan),Merrylands West,190.0
China (excludes SARs and Taiwan),Middle Cove,57.0
China (excludes SARs and Taiwan),Middle Dural,14.0
China (excludes SARs and Taiwan),Middleton Grange,46.0
China (excludes SARs and Taiwan),Miller,8.0
China (excludes SARs and Taiwan),Millers Point,50.0
China (excludes SARs and Taiwan),Milperra,59.0
China (excludes SARs and Taiwan),Milsons Passage,0.0
China (excludes SARs and Taiwan),Milsons Point,124.0
China (excludes SARs and Taiwan),Minchinbury,23.0
China (excludes SARs and Taiwan),Minto,111.0
China (excludes SARs and Taiwan),Minto Heights,0.0
China (excludes SARs and Taiwan),Miranda (NSW),453.0
China (excludes SARs and Taiwan),Mona Vale,52.0
China (excludes SARs and Taiwan),Monterey,86.0
China (excludes SARs and Taiwan),Mooney Mooney,0.0
China (excludes SARs and Taiwan),Mooney Mooney Creek,0.0
China (excludes SARs and Taiwan),Moore Park,3.0
China (excludes SARs and Taiwan),Moorebank,161.0
China (excludes SARs and Taiwan),Morning Bay,0.0
China (excludes SARs and Taiwan),Mortdale,958.0
China (excludes SARs and Taiwan),Mortlake (NSW),79.0
China (excludes SARs and Taiwan),Mosman,520.0
China (excludes SARs and Taiwan),Mount Annan,68.0
China (excludes SARs and Taiwan),Mount Colah,157.0
China (excludes SARs and Taiwan),Mount Druitt,159.0
China (excludes SARs and Taiwan),Mount Elliot (NSW),0.0
China (excludes SARs and Taiwan),Mount Hunter,0.0
China (excludes SARs and Taiwan),Mount Irvine,0.0
China (excludes SARs and Taiwan),Mount Kuring-Gai,35.0
China (excludes SARs and Taiwan),Mount Lewis,17.0
China (excludes SARs and Taiwan),Mount Pritchard,100.0
China (excludes SARs and Taiwan),Mount Riverview,9.0
China (excludes SARs and Taiwan),Mount Tomah,0.0
China (excludes SARs and Taiwan),Mount Vernon,8.0
China (excludes SARs and Taiwan),Mount Victoria,0.0
China (excludes SARs and Taiwan),Mount White,0.0
China (excludes SARs and Taiwan),Mount Wilson,0.0
China (excludes SARs and Taiwan),Mountain Lagoon,0.0
China (excludes SARs and Taiwan),Mowbray Park,0.0
China (excludes SARs and Taiwan),Mulgoa,12.0
China (excludes SARs and Taiwan),Mulgrave (NSW),7.0
China (excludes SARs and Taiwan),Narara,82.0
China (excludes SARs and Taiwan),Narellan,13.0
China (excludes SARs and Taiwan),Narellan Vale,20.0
China (excludes SARs and Taiwan),Naremburn,168.0
China (excludes SARs and Taiwan),Narrabeen,25.0
China (excludes SARs and Taiwan),Narraweena,177.0
China (excludes SARs and Taiwan),Narwee,980.0
China (excludes SARs and Taiwan),Nattai,0.0
China (excludes SARs and Taiwan),Nelson (The Hills Shire - NSW),0.0
China (excludes SARs and Taiwan),Neutral Bay,268.0
China (excludes SARs and Taiwan),Newington (NSW),501.0
China (excludes SARs and Taiwan),Newport (NSW),38.0
China (excludes SARs and Taiwan),Newtown (NSW),347.0
China (excludes SARs and Taiwan),Niagara Park,19.0
China (excludes SARs and Taiwan),Norah Head,0.0
China (excludes SARs and Taiwan),Noraville,0.0
China (excludes SARs and Taiwan),Normanhurst,276.0
China (excludes SARs and Taiwan),North Avoca,0.0
China (excludes SARs and Taiwan),North Balgowlah,27.0
China (excludes SARs and Taiwan),North Bondi,53.0
China (excludes SARs and Taiwan),North Curl Curl,31.0
China (excludes SARs and Taiwan),North Epping,248.0
China (excludes SARs and Taiwan),North Gosford,41.0
China (excludes SARs and Taiwan),North Manly,31.0
China (excludes SARs and Taiwan),North Narrabeen,23.0
China (excludes SARs and Taiwan),North Parramatta,726.0
China (excludes SARs and Taiwan),North Richmond,20.0
China (excludes SARs and Taiwan),North Rocks,690.0
China (excludes SARs and Taiwan),North Ryde,778.0
China (excludes SARs and Taiwan),North St Marys,24.0
China (excludes SARs and Taiwan),North Strathfield,548.0
China (excludes SARs and Taiwan),North Sydney,273.0
China (excludes SARs and Taiwan),North Turramurra,91.0
China (excludes SARs and Taiwan),North Wahroonga,71.0
China (excludes SARs and Taiwan),North Willoughby,222.0
China (excludes SARs and Taiwan),Northbridge (NSW),184.0
China (excludes SARs and Taiwan),Northmead,382.0
China (excludes SARs and Taiwan),Northwood (NSW),12.0
China (excludes SARs and Taiwan),Oakdale (NSW),0.0
China (excludes SARs and Taiwan),Oakhurst (NSW),19.0
China (excludes SARs and Taiwan),Oakville,11.0
China (excludes SARs and Taiwan),Oatlands (NSW),410.0
China (excludes SARs and Taiwan),Oatley,630.0
China (excludes SARs and Taiwan),Old Guildford,58.0
China (excludes SARs and Taiwan),Old Toongabbie,57.0
China (excludes SARs and Taiwan),Oran Park,45.0
China (excludes SARs and Taiwan),Orangeville,0.0
China (excludes SARs and Taiwan),Orchard Hills,8.0
China (excludes SARs and Taiwan),Ourimbah,18.0
China (excludes SARs and Taiwan),Oxford Falls,6.0
China (excludes SARs and Taiwan),Oxley Park,17.0
China (excludes SARs and Taiwan),Oyster Bay,83.0
China (excludes SARs and Taiwan),Paddington (NSW),63.0
China (excludes SARs and Taiwan),Padstow,1024.0
China (excludes SARs and Taiwan),Padstow Heights,75.0
China (excludes SARs and Taiwan),Pagewood,122.0
China (excludes SARs and Taiwan),Palm Beach (NSW),15.0
China (excludes SARs and Taiwan),Palm Grove (NSW),0.0
China (excludes SARs and Taiwan),Palmdale (NSW),0.0
China (excludes SARs and Taiwan),Panania,458.0
China (excludes SARs and Taiwan),Parklea,35.0
China (excludes SARs and Taiwan),Parramatta,3090.0
China (excludes SARs and Taiwan),Patonga,0.0
China (excludes SARs and Taiwan),Peakhurst,732.0
China (excludes SARs and Taiwan),Peakhurst Heights,56.0
China (excludes SARs and Taiwan),Pearl Beach,7.0
China (excludes SARs and Taiwan),Peats Ridge,0.0
China (excludes SARs and Taiwan),Pemulwuy,132.0
China (excludes SARs and Taiwan),Pendle Hill,138.0
China (excludes SARs and Taiwan),Pennant Hills,477.0
China (excludes SARs and Taiwan),Penrith,192.0
China (excludes SARs and Taiwan),Penshurst (NSW),1768.0
China (excludes SARs and Taiwan),Petersham,116.0
China (excludes SARs and Taiwan),Pheasants Nest,0.0
China (excludes SARs and Taiwan),Phegans Bay,0.0
China (excludes SARs and Taiwan),Phillip Bay,11.0
China (excludes SARs and Taiwan),Picketts Valley,0.0
China (excludes SARs and Taiwan),Picnic Point,107.0
China (excludes SARs and Taiwan),Picton (NSW),6.0
China (excludes SARs and Taiwan),Pitt Town,9.0
China (excludes SARs and Taiwan),Pitt Town Bottoms,8.0
China (excludes SARs and Taiwan),Pleasure Point,6.0
China (excludes SARs and Taiwan),Plumpton (NSW),20.0
China (excludes SARs and Taiwan),Point Clare,29.0
China (excludes SARs and Taiwan),Point Frederick,24.0
China (excludes SARs and Taiwan),Point Piper,61.0
China (excludes SARs and Taiwan),Port Hacking,8.0
China (excludes SARs and Taiwan),Potts Hill,67.0
China (excludes SARs and Taiwan),Potts Point,91.0
China (excludes SARs and Taiwan),Prairiewood,45.0
China (excludes SARs and Taiwan),Prestons,126.0
China (excludes SARs and Taiwan),Pretty Beach (Central Coast - NSW),0.0
China (excludes SARs and Taiwan),Prospect (NSW),48.0
China (excludes SARs and Taiwan),Punchbowl (Canterbury-Bankstown - NSW),546.0
China (excludes SARs and Taiwan),Putney,188.0
China (excludes SARs and Taiwan),Putty,0.0
China (excludes SARs and Taiwan),Pymble,917.0
China (excludes SARs and Taiwan),Pyrmont,909.0
China (excludes SARs and Taiwan),Quakers Hill,283.0
China (excludes SARs and Taiwan),Queens Park (NSW),32.0
China (excludes SARs and Taiwan),Queenscliff (NSW),10.0
China (excludes SARs and Taiwan),Raby,21.0
China (excludes SARs and Taiwan),Ramsgate,21.0
China (excludes SARs and Taiwan),Ramsgate Beach,18.0
China (excludes SARs and Taiwan),Randwick,1122.0
China (excludes SARs and Taiwan),Ravensdale,0.0
China (excludes SARs and Taiwan),Razorback,0.0
China (excludes SARs and Taiwan),Redfern,629.0
China (excludes SARs and Taiwan),Regents Park (NSW),426.0
China (excludes SARs and Taiwan),Regentville,0.0
China (excludes SARs and Taiwan),Revesby,808.0
China (excludes SARs and Taiwan),Revesby Heights,48.0
China (excludes SARs and Taiwan),Rhodes,4539.0
China (excludes SARs and Taiwan),Richmond (NSW),36.0
China (excludes SARs and Taiwan),Richmond Lowlands,0.0
China (excludes SARs and Taiwan),Riverstone,59.0
China (excludes SARs and Taiwan),Riverview (NSW),66.0
China (excludes SARs and Taiwan),Riverwood,2254.0
China (excludes SARs and Taiwan),Rockdale,1500.0
China (excludes SARs and Taiwan),Rocky Point (NSW),7.0
China (excludes SARs and Taiwan),Rodd Point,52.0
China (excludes SARs and Taiwan),Rooty Hill,177.0
China (excludes SARs and Taiwan),Ropes Crossing,32.0
China (excludes SARs and Taiwan),Rose Bay (NSW),130.0
China (excludes SARs and Taiwan),Rosebery (NSW),1106.0
China (excludes SARs and Taiwan),Rosehill (NSW),246.0
China (excludes SARs and Taiwan),Roselands,430.0
China (excludes SARs and Taiwan),Rosemeadow,40.0
China (excludes SARs and Taiwan),Roseville,782.0
China (excludes SARs and Taiwan),Roseville Chase,65.0
China (excludes SARs and Taiwan),Rossmore (NSW),70.0
China (excludes SARs and Taiwan),Rouse Hill,190.0
China (excludes SARs and Taiwan),Royal National Park,0.0
China (excludes SARs and Taiwan),Rozelle,97.0
China (excludes SARs and Taiwan),Ruse,14.0
China (excludes SARs and Taiwan),Rushcutters Bay,39.0
China (excludes SARs and Taiwan),Russell Lea,76.0
China (excludes SARs and Taiwan),Rydalmere,651.0
China (excludes SARs and Taiwan),Ryde,2717.0
China (excludes SARs and Taiwan),Sackville,0.0
China (excludes SARs and Taiwan),Sackville North,0.0
China (excludes SARs and Taiwan),Sadleir,11.0
China (excludes SARs and Taiwan),San Remo (NSW),9.0
China (excludes SARs and Taiwan),Sandringham (NSW),25.0
China (excludes SARs and Taiwan),Sandy Point (NSW),0.0
China (excludes SARs and Taiwan),Sans Souci,253.0
China (excludes SARs and Taiwan),Saratoga,10.0
China (excludes SARs and Taiwan),Scheyville,0.0
China (excludes SARs and Taiwan),Schofields,62.0
China (excludes SARs and Taiwan),Scotland Island,0.0
China (excludes SARs and Taiwan),Seaforth (NSW),136.0
China (excludes SARs and Taiwan),Sefton,289.0
China (excludes SARs and Taiwan),Seven Hills (NSW),486.0
China (excludes SARs and Taiwan),Shalvey,16.0
China (excludes SARs and Taiwan),Shanes Park,25.0
China (excludes SARs and Taiwan),Shelly Beach (NSW),0.0
China (excludes SARs and Taiwan),Silverdale (NSW),9.0
China (excludes SARs and Taiwan),Silverwater (Parramatta - NSW),161.0
China (excludes SARs and Taiwan),Singletons Mill,0.0
China (excludes SARs and Taiwan),Smeaton Grange,0.0
China (excludes SARs and Taiwan),Smithfield (NSW),125.0
China (excludes SARs and Taiwan),Somersby,3.0
China (excludes SARs and Taiwan),South Coogee,105.0
China (excludes SARs and Taiwan),South Granville,176.0
China (excludes SARs and Taiwan),South Hurstville,958.0
China (excludes SARs and Taiwan),South Maroota,0.0
China (excludes SARs and Taiwan),South Penrith,64.0
China (excludes SARs and Taiwan),South Turramurra,98.0
China (excludes SARs and Taiwan),South Wentworthville,191.0
China (excludes SARs and Taiwan),South Windsor,13.0
China (excludes SARs and Taiwan),Spencer,0.0
China (excludes SARs and Taiwan),Spring Farm (NSW),11.0
China (excludes SARs and Taiwan),Springfield (Central Coast - NSW),17.0
China (excludes SARs and Taiwan),Springwood (NSW),16.0
China (excludes SARs and Taiwan),St Albans (NSW),0.0
China (excludes SARs and Taiwan),St Andrews (NSW),19.0
China (excludes SARs and Taiwan),St Clair (Penrith - NSW),95.0
China (excludes SARs and Taiwan),St Helens Park,30.0
China (excludes SARs and Taiwan),St Huberts Island,8.0
China (excludes SARs and Taiwan),St Ives (NSW),1225.0
China (excludes SARs and Taiwan),St Ives Chase,219.0
China (excludes SARs and Taiwan),St Johns Park,115.0
China (excludes SARs and Taiwan),St Leonards (NSW),474.0
China (excludes SARs and Taiwan),St Marys (NSW),60.0
China (excludes SARs and Taiwan),St Peters (NSW),53.0
China (excludes SARs and Taiwan),Stanhope Gardens,211.0
China (excludes SARs and Taiwan),Stanmore (NSW),107.0
China (excludes SARs and Taiwan),Strathfield (NSW),2651.0
China (excludes SARs and Taiwan),Strathfield South,238.0
China (excludes SARs and Taiwan),Summer Hill (Inner West - NSW),347.0
China (excludes SARs and Taiwan),Summerland Point,6.0
China (excludes SARs and Taiwan),Sun Valley (NSW),0.0
China (excludes SARs and Taiwan),Surry Hills,587.0
China (excludes SARs and Taiwan),Sutherland (NSW),228.0
China (excludes SARs and Taiwan),Sydenham (NSW),35.0
China (excludes SARs and Taiwan),Sydney,2029.0
China (excludes SARs and Taiwan),Sydney Olympic Park,344.0
China (excludes SARs and Taiwan),Sylvania,349.0
China (excludes SARs and Taiwan),Sylvania Waters,196.0
China (excludes SARs and Taiwan),Tacoma,0.0
China (excludes SARs and Taiwan),Tacoma South,0.0
China (excludes SARs and Taiwan),Tahmoor,13.0
China (excludes SARs and Taiwan),Tamarama,14.0
China (excludes SARs and Taiwan),Taren Point,36.0
China (excludes SARs and Taiwan),Tascott,18.0
China (excludes SARs and Taiwan),Telopea,801.0
China (excludes SARs and Taiwan),Tempe,91.0
China (excludes SARs and Taiwan),Tennyson (NSW),0.0
China (excludes SARs and Taiwan),Tennyson Point,37.0
China (excludes SARs and Taiwan),Terrey Hills,14.0
China (excludes SARs and Taiwan),Terrigal,66.0
China (excludes SARs and Taiwan),The Entrance,20.0
China (excludes SARs and Taiwan),The Entrance North,8.0
China (excludes SARs and Taiwan),The Oaks,5.0
China (excludes SARs and Taiwan),The Ponds,229.0
China (excludes SARs and Taiwan),The Rocks (Sydney - NSW),34.0
China (excludes SARs and Taiwan),The Slopes,0.0
China (excludes SARs and Taiwan),Theresa Park,3.0
China (excludes SARs and Taiwan),Thirlmere,12.0
China (excludes SARs and Taiwan),Thornleigh,472.0
China (excludes SARs and Taiwan),Toongabbie (NSW),450.0
China (excludes SARs and Taiwan),Toowoon Bay,3.0
China (excludes SARs and Taiwan),Toukley,8.0
China (excludes SARs and Taiwan),Tregear,5.0
China (excludes SARs and Taiwan),Tuggerah,11.0
China (excludes SARs and Taiwan),Tuggerawong,0.0
China (excludes SARs and Taiwan),Tumbi Umbi,9.0
China (excludes SARs and Taiwan),Turramurra,613.0
China (excludes SARs and Taiwan),Turrella,286.0
China (excludes SARs and Taiwan),Ultimo,2627.0
China (excludes SARs and Taiwan),Umina Beach,58.0
China (excludes SARs and Taiwan),Upper Colo,0.0
China (excludes SARs and Taiwan),Upper Macdonald,0.0
China (excludes SARs and Taiwan),Valley Heights,0.0
China (excludes SARs and Taiwan),Varroville,0.0
China (excludes SARs and Taiwan),Vaucluse,214.0
China (excludes SARs and Taiwan),Villawood,155.0
China (excludes SARs and Taiwan),Vineyard,34.0
China (excludes SARs and Taiwan),Voyager Point,28.0
China (excludes SARs and Taiwan),Wadalba,23.0
China (excludes SARs and Taiwan),Wagstaffe,0.0
China (excludes SARs and Taiwan),Wahroonga,970.0
China (excludes SARs and Taiwan),Waitara,834.0
China (excludes SARs and Taiwan),Wakeley,60.0
China (excludes SARs and Taiwan),Wallacia,8.0
China (excludes SARs and Taiwan),Wallarah,0.0
China (excludes SARs and Taiwan),Wamberal,13.0
China (excludes SARs and Taiwan),Wareemba,17.0
China (excludes SARs and Taiwan),Warnervale,0.0
China (excludes SARs and Taiwan),Warragamba,0.0
China (excludes SARs and Taiwan),Warrawee,161.0
China (excludes SARs and Taiwan),Warriewood,57.0
China (excludes SARs and Taiwan),Warrimoo,8.0
China (excludes SARs and Taiwan),Warwick Farm,141.0
China (excludes SARs and Taiwan),Watanobbi,35.0
China (excludes SARs and Taiwan),Waterfall,0.0
China (excludes SARs and Taiwan),Waterloo (NSW),1994.0
China (excludes SARs and Taiwan),Watsons Bay,0.0
China (excludes SARs and Taiwan),Wattle Grove (NSW),140.0
China (excludes SARs and Taiwan),Waverley (NSW),64.0
